content,new,sentiment
Solo quienes tienen buen gusto en música saben qué canción es y qué artista canta “Mmm mmm mmm mmmmmm why so serious?”,"['solo', 'buen', 'gusto', 'msica', 'saben', 'cancin', 'artista', 'canta', 'mmm', 'mmm', 'mmm', 'mmmmmm', 'serious']",Negative
Cómo se nota que nunca habéis tenido que correr detrás de un pollo... https://t.co/FMcYguAyi5,"['cmo', 'nota', 'nunca', 'habis', 'correr', 'detrs', 'pollo']",Negative
JAJAJA https://t.co/2DfFNjsxyZ,['jajaja'],Positive
La primera regla de la vida es no dejar sola a mamá https://t.co/3wYkWTMoBt,"['primera', 'regla', 'vida', 'dejar', 'sola', 'mam']",Positive
"Valle del Cocora, Quindío, Colombia.🇨🇴
📸: purpurall https://t.co/ljOuM1dt9U","['valle', 'cocora', 'quindo', 'purpurall', 'colombia']",Positive
"Primero que nada Buenos Días. Segundo Brasil.

1 semana 🇦🇷🏆💙 https://t.co/fZCoOOzlRa","['primero', 'buenos', 'segundo', 'semana', 'brasil']",Positive
Mi educacion sexual fue a los 14 años cuando mi viejo me dijo si tenes un pibe vas a tener que laburar para mantenerlo. me quedo grabado de hecho todavia soy virgen,"['educacion', 'sexual', 'viejo', 'dijo', 'tenes', 'pibe', 'tener', 'laburar', 'mantenerlo', 'quedo', 'grabado', 'hecho', 'todavia', 'virgen']",Positive
Un dia mas en mi ig https://t.co/0Y3wwE1DBn,['ig'],Positive
"Subir foto post vacuna está bien. No subir foto post vacuna está bien.
¿Sabes qué está mal? No vacunarte. Andá a vacunarte.","['subir', 'foto', 'post', 'vacuna', 'bien', 'subir', 'foto', 'post', 'vacuna', 'mal', 'vacunarte', 'vacunarte', 'bien', 'sabes']",Negative
Tocando el cielo con las manos. https://t.co/o8rTr7Idm4,"['tocando', 'cielo', 'manos']",Positive
me emocionan los chistes que van a hacer los adolescentes que tengan esi con pijas de madera PROFE FACU SE LO QUIERE LLEVAR A LA CASA,"['emocionan', 'chistes', 'hacer', 'adolescentes', 'esi', 'pijas', 'madera', 'profe', 'facu', 'quiere', 'llevar', 'casa']",Positive
Cuando la extrema izquierda y la extrema derecha te critican es porque hiciste algo bien..,"['extrema', 'izquierda', 'extrema', 'derecha', 'critican', 'hiciste', 'bien']",Negative
Llorente le ha pedido matrimonio a su novia en el Metropolitano 🥺 https://t.co/E975JgM8HJ,"['llorente', 'pedido', 'matrimonio', 'novia', 'metropolitano']",Positive
quien para https://t.co/PkN24mPNYP,[],Positive
la educacion sexual de nuestros abuelos fue coger a los 9 años y tener 19 hijos,"['educacion', 'sexual', 'abuelos', 'coger', 'tener', 'hijos']",Positive
No va a llegar pero por favor jajajaja 🙏🏼 https://t.co/JXAYqHPpMp,"['llegar', 'favor', 'jajajaja']",Positive
"Si el Huevo Acuña no tiene esta fotaza de fondo de pantalla, no entiendo más nada. 🖼 https://t.co/V5kMlpESkW","['huevo', 'acua', 'fotaza', 'fondo', 'pantalla', 'entiendo', 'ms']",Negative
"En Francia el gobierno dispuso que si no tenés certificado de vacunación no podés usar el transporte público, ni ir a trabajar, mucho menos ir a un restaurant. Para mi -para mi- está muy bien. La liberté solo se puede ejercer en la medida en que el Covid no te mate.","['francia', 'gobierno', 'dispuso', 'tens', 'certificado', 'vacunacin', 'pods', 'usar', 'transporte', 'pblico', 'ir', 'trabajar', 'menos', 'ir', 'restaurant', 'bien', 'libert', 'solo', 'puede', 'ejercer', 'medida', 'covid', 'mate']",Positive
"le tiro en joda a mi novis ""q onda pinta mañanero asi te vas a laburar de buen humor?"" y me dice ""yo ya estoy de buen humor"" https://t.co/X6IdeboYsb","['tiro', 'joda', 'novis', 'q', 'onda', 'pinta', 'maanero', 'asi', 'laburar', 'buen', 'humor', 'dice', 'buen', 'humor']",Positive
yo no lo puedo creer https://t.co/2NzYZjjzVZ,"['puedo', 'creer']",Positive
Mando Cud https://t.co/nCrNtZWoH0,"['mando', 'cud']",Positive
"Hoy se cumple 6 años del suicidio de mi papá. No busco condolencias ni nada, solo espero que las enfermedades psiquiátricas sean tratadas como tal y no sean un estigma que te hagan dudar de ti mismo ni que nos cause vergüenza asumir con lo que se vive https://t.co/b3lRxydYE2","['hoy', 'cumple', 'suicidio', 'pap', 'busco', 'condolencias', 'solo', 'espero', 'enfermedades', 'psiquitricas', 'tratadas', 'tal', 'estigma', 'hagan', 'dudar', 'mismo', 'cause', 'vergenza', 'asumir', 'vive']",Positive
Mi vieja sirviéndome polenta https://t.co/IOvvIXQwGU,"['vieja', 'sirvindome', 'polenta']",Positive
recién una clienta se bajó el barbijo para chupar un billete y despegarlo ah sisi lo que recomienda la OMS,"['recin', 'clienta', 'baj', 'barbijo', 'chupar', 'billete', 'despegarlo', 'ah', 'sisi', 'recomienda', 'oms']",Negative
Los yanquis donaron vacunas porque no soportan mas a los porteños yendo a vacunarse a Miami. Era lógico.,"['yanquis', 'donaron', 'vacunas', 'soportan', 'porteos', 'yendo', 'vacunarse', 'miami', 'lgico']",Negative
"Los cubanos ya son libres; porque la primera libertad de un ser humano es la de pensamiento. Vencer el pánico y terror de la dictadura y salir a la calle a gritar LIBERTAD sabiendo las violentas consecuencias, son prueba de ello. La liberación del comunismo está en proceso. 🇨🇺🙏","['cubanos', 'libres', 'primera', 'libertad', 'ser', 'humano', 'pensamiento', 'vencer', 'pnico', 'terror', 'dictadura', 'salir', 'calle', 'gritar', 'libertad', 'sabiendo', 'violentas', 'consecuencias', 'prueba', 'ello', 'liberacin', 'comunismo', 'proceso']",Positive
"Absolutamente nadie a las 5:00am de la mañana 
Mis amigos: https://t.co/yPVRoOFEQl","['absolutamente', 'nadie', 'maana', 'amigos']",Negative
Menos mal que ha llegado el mayor ejemplo del uso más limpio y esplendoroso del idioma castellano a sentar cátedra sobre este asunto https://t.co/VunhFmSWA4,"['menos', 'mal', 'llegado', 'mayor', 'ejemplo', 'uso', 'ms', 'limpio', 'esplendoroso', 'idioma', 'castellano', 'sentar', 'ctedra', 'asunto']",Positive
"Mi contadora me dice 'soy un desastre con la plata chica, a veces me olvido 5/6 lucas en los bolsillos de la campera' https://t.co/LBWHFfMSqD","['contadora', 'dice', 'desastre', 'plata', 'chica', 'veces', 'olvido', 'lucas', 'bolsillos', 'campera']",Negative
dice el city q ya va https://t.co/mXzP0ZHLQa,"['dice', 'city', 'q']",Negative
Hace 1 semana Messi nos hacía felices https://t.co/L6YCqJbtZB,"['hace', 'semana', 'messi', 'haca', 'felices']",Positive
💪 ¡@ANSUFATI sigue con su recuperación! 💙❤️ https://t.co/VJUMfeaNhR,"['ansufati', 'sigue', 'recuperacin']",Positive
"Coño, pues felicitarla. https://t.co/MvNViIenN9","['coo', 'pues', 'felicitarla']",Positive
lo siento pero prefiero estar a 0°C que a 40°C,"['siento', 'prefiero']",Positive
"Julio 2021, ni una PCR, ni un síntoma... la raza superior existe y formo parte de ella supongo.","['julio', 'pcr', 'sntoma', 'raza', 'superior', 'existe', 'formo', 'parte', 'supongo']",Negative
Oxxo a la vuelta de tu vida! https://t.co/qIYqLH1Nrf,"['oxxo', 'vuelta', 'vida']",Positive
Pista: antes de la pandemia también lo pensábamos https://t.co/B3ZVqZ6aew,"['pista', 'pandemia', 'tambin', 'pensbamos']",Positive
"🛑NOTA DE PRENSA: El Juez da la razón a Alvise Pérez; Ana Pastor se sentará en los tribunales el 24 de Enero para ser interrogada por el #NewtralGate

La periodista deberá responder a las preguntas sobre el origen real de @Newtral y sus nexos económicos y familiares con el @PSOE. https://t.co/65nJHbzyWK","['nota', 'prensa', 'juez', 'razn', 'alvise', 'prez', 'ana', 'pastor', 'sentar', 'tribunales', 'enero', 'ser', 'interrogada', 'periodista', 'deber', 'responder', 'preguntas', 'origen', 'real', 'newtral', 'nexos', 'econmicos', 'familiares', 'psoe', 'newtralgate']",Positive
"Llevo días pensando cómo contaros que los resultados del TAC no han sido buenos y que este tratamiento termina aquí para mí. Ahora toca buscar otras opciones.

No paramos.","['llevo', 'pensando', 'cmo', 'contaros', 'resultados', 'tac', 'sido', 'buenos', 'tratamiento', 'termina', 'aqu', 'ahora', 'toca', 'buscar', 'paramos', 'opciones']",Negative
Y al fin me mude ✨ https://t.co/TNr32BUSlq,"['fin', 'mude']",Positive
"A los que todavía me ven como reina de belleza (acabada, ya lo sé, tranquilos) les anuncio que, en mi dictadura, lo primero que voy a hacer es prohibir los reinados.","['todava', 'ven', 'reina', 'belleza', 'acabada', 'tranquilos', 'anuncio', 'dictadura', 'primero', 'voy', 'hacer', 'prohibir', 'reinados']",Negative
Yo me vacuné pero no subí foto. ¿Cuenta o me tengo que vacunar otra vez?,"['vacun', 'foto', 'cuenta', 'vacunar', 'vez']",Negative
"Hoy es el día, Mamma Mia! https://t.co/YI25eVhCFq","['hoy', 'mamma']",Positive
podemos hablar de lo horriblemente adictivos que son?????? es que me comería un kilo y seguiría queriendo más https://t.co/BYRsUrdEpP,"['podemos', 'hablar', 'horriblemente', 'adictivos', 'comera', 'kilo', 'seguira', 'queriendo', 'ms']",Negative
Esta foto se estudiará en los institutos en el 2050 https://t.co/AbPKFX3ppL,"['foto', 'estudiar', 'institutos']",Positive
a mi es q me da un poco d rabia q gente con cero cultura científica cuestione lo que hace gente que lleva estudiando y haciendo ciencia un mínimo de 10 años,"['q', 'rabia', 'q', 'gente', 'cero', 'cultura', 'cientfica', 'cuestione', 'hace', 'gente', 'lleva', 'estudiando', 'haciendo', 'ciencia', 'mnimo']",Negative
¿Le gustas tú o se gusta él cuando está contigo porque le flipa escucharse explicarte cosas monopolizado la conversación?,"['gustas', 'gusta', 'contigo', 'flipa', 'escucharse', 'explicarte', 'cosas', 'monopolizado', 'conversacin']",Negative
"Leo a dirigentes de partidos escandalizados que piden dimisiones por haberse aprobado un Estado de Alarma que votaron. Según su propio razonamiento, ellos mismos deberían dimitir y autoatacarse, por haber apoyado algo inconstitucional. Este país no hay quien lo entienda. https://t.co/Vw6IbNZz5q","['leo', 'dirigentes', 'partidos', 'escandalizados', 'piden', 'dimisiones', 'haberse', 'aprobado', 'alarma', 'votaron', 'segn', 'propio', 'razonamiento', 'mismos', 'deberan', 'dimitir', 'autoatacarse', 'haber', 'apoyado', 'inconstitucional', 'entienda']",Negative
dato curioso: en segundo d carrera en micro estudié los coronavirus y cuando dimos el SARS (síndrome agudo respiratorio severo) pensé “jaja que putadon” y un año después 🤙🏾🤙🏾,"['dato', 'curioso', 'segundo', 'carrera', 'micro', 'estudi', 'coronavirus', 'dimos', 'sars', 'sndrome', 'agudo', 'respiratorio', 'severo', 'pens', 'jaja', 'putadon', 'despus']",Positive
CUBA. No te dejes vencer. No desfallezcas. Este régimen TIENE que acabar. 🇨🇺 #SOSCUBA,"['cuba', 'dejes', 'vencer', 'desfallezcas', 'rgimen', 'acabar', 'soscuba']",Positive
"Después de semanas de adiestramiento, esfuerzo y trabajo ya hemos conseguido que la perra no se sube al sofá 

ahora falta que no haga parkour por la cocina https://t.co/19c9x60Ho0","['despus', 'semanas', 'adiestramiento', 'esfuerzo', 'trabajo', 'conseguido', 'perra', 'sube', 'sof', 'falta', 'haga', 'parkour', 'cocina', 'ahora']",Negative
hay gente enfadada porque la policía en vez de multarnos y pegarnos una paliza ha preferido pedirnos la macarena,"['gente', 'enfadada', 'polica', 'vez', 'multarnos', 'pegarnos', 'paliza', 'preferido', 'pedirnos', 'macarena']",Negative
No entiendo que Toni Cantó se pase el día en twitter con la de trabajo que tiene por delante para conseguir que en Madrid se hable español.,"['entiendo', 'toni', 'cant', 'pase', 'twitter', 'trabajo', 'delante', 'conseguir', 'madrid', 'hable', 'espaol']",Negative
Ya tengo mi jolinesmacho puedo morir en paz😭 https://t.co/0GuAgbX5JA,"['jolinesmacho', 'puedo', 'morir', 'paz']",Negative
me acabo de encontrar un fósil https://t.co/JBguVz9pFC,"['acabo', 'encontrar', 'fsil']",Positive
"onvres en el gimnasio: AAAAAAAAAAAAAAAHHHHH UUUUGHHHHHH UFFFFFFFFFF AAAAAAAAAAAAHHHH

onvres durante el sexo: ᵃ","['onvres', 'gimnasio', 'aaaaaaaaaaaaaaahhhhh', 'uuuughhhhhh', 'uffffffffff', 'sexo', 'aaaaaaaaaaaahhhh', 'onvres']",Negative
tomo.....😉 https://t.co/Ao7Tzcg869,['tomo'],Positive
"Llenar el depósito de gasolina cuesta 12 euros más que hace un año. 
La luz más cara de Europa
El paro más alto de Europa.
Recorte de las pensiones 
Once impuestos nuevos.
La tasa de infectados: la segunda más alta de toda Europa.
El Gobierno más caro de Europa.
NO HAY DERECHO","['llenar', 'depsito', 'gasolina', 'cuesta', 'euros', 'ms', 'hace', 'luz', 'ms', 'paro', 'ms', 'alto', 'pensiones', 'impuestos', 'tasa', 'infectados', 'segunda', 'ms', 'gobierno', 'ms', 'caro', 'derecho', 'europa', 'europa', 'recorte', 'nuevos', 'europa', 'europa']",Negative
"NieR:Automata 
-2B

#ニーア_コスプレ https://t.co/7HXuzlqENE","['nierautomata', 'b']",Positive
Usar                      //          Utilizar https://t.co/699e8n3pyr,"['usar', 'utilizar']",Positive
"😍👏8⃣ ¡Tal día como hoy en 2014, presentábamos a @ToniKroos como jugador del @realmadrid!
#RMHistory | #RealFootball https://t.co/5IUkC7ETL1","['tal', 'hoy', 'presentbamos', 'tonikroos', 'jugador', 'realfootball', 'realmadrid', 'rmhistory']",Positive
Verás cuando oiga por primera vez en su vida la expresión “madre patria”… https://t.co/iHm4dVFhGl,"['vers', 'oiga', 'primera', 'vez', 'vida', 'expresin', 'madre', 'patria']",Positive
"me cagan los vatos q dicen “lloras x todo”, ps si mamón es mi manera de desahogarme, tú le pegas a la pared nmms","['cagan', 'vatos', 'q', 'dicen', 'lloras', 'x', 'ps', 'mamn', 'manera', 'desahogarme', 'pegas', 'pared', 'nmms']",Negative
me gustan las mujeres pero yo no les gusto a ellas,"['gustan', 'mujeres', 'gusto']",Negative
cuando veas algo q t recuerde a mí envíamelo porfa,"['veas', 'q', 'recuerde', 'envamelo', 'porfa']",Positive
"No hay imposibles para Dios.

Salimos hoy a Tokio 🇯🇵 por el sueño olimpico🥇🇲🇽 https://t.co/TJn1SuZNg1","['imposibles', 'hoy', 'tokio', 'sueo', 'olimpico', 'dios', 'salimos']",Positive
por fuera / por dentro https://t.co/yZPU4QshQv,['dentro'],Positive
POV: tenés 3gb de ram y pasaste el cursor por el nuevo recuadrito de Windows que te dice el clima https://t.co/K3Q3Ws1BBt,"['pov', 'tens', 'gb', 'ram', 'pasaste', 'cursor', 'nuevo', 'recuadrito', 'windows', 'dice', 'clima']",Negative
che como es eso de q cuanto te ves al espejo en realidad vos te ves 5 veces más lindo de lo q sos osea q si yo me siento horrible al verme al espejo en realidad soy 5 veces MAS FEO? https://t.co/PPvcd2OQIF,"['q', 'cuanto', 'espejo', 'realidad', 'veces', 'ms', 'lindo', 'q', 'sos', 'osea', 'q', 'siento', 'horrible', 'verme', 'espejo', 'realidad', 'veces', 'feo']",Negative
como vas a tener asma jajjj respira bien y listo,"['tener', 'asma', 'jajjj', 'respira', 'bien', 'listo']",Positive
como q los likes también son indirectas? yo likeo todo lo que veo,"['q', 'likes', 'tambin', 'indirectas', 'likeo', 'veo']",Negative
Entro un lactante con shock séptico muriéndose. Antecedentes: PADRES ANTIVACUNAS. No puedo tener empatía con estas personas disculpen.,"['entro', 'lactante', 'shock', 'sptico', 'murindose', 'antecedentes', 'padres', 'antivacunas', 'puedo', 'tener', 'empata', 'personas', 'disculpen']",Negative
"me da risa cuando borran los mensajes de ig, estoy todo el día con el celular ya lo leí salame jajaja","['risa', 'borran', 'mensajes', 'ig', 'celular', 'salame', 'jajaja']",Negative
dice mi horóscopo que salgamos a lokiar,"['dice', 'horscopo', 'salgamos', 'lokiar']",Negative
"Si estás leyendo ésto, espero que esta semana te caigan unos 50 mil dólares de la nada","['ests', 'leyendo', 'espero', 'semana', 'caigan', 'mil', 'dlares']",Negative
Que lindo tatuaje del Ñibu Ñartinez y Ñessi https://t.co/6PkorTWJx7,"['lindo', 'tatuaje', 'artinez', 'essi']",Positive
Conmovedor. Adhiero y subrayo cada palabra. No hay nada que agregar. https://t.co/aMDgKFLfs2,"['conmovedor', 'adhiero', 'subrayo', 'cada', 'palabra', 'agregar']",Positive
Vulgo Geizon https://t.co/LppDcrw4Yh,"['vulgo', 'geizon']",Positive
Benedetto se volvió Fer Palacios https://t.co/no3O9YuXPP,"['benedetto', 'volvi', 'fer', 'palacios']",Positive
Existe dos tipos de personas 😜 https://t.co/nzzBXqTRlb,"['existe', 'tipos', 'personas']",Positive
no te alteres trola prende un sahumerio,"['alteres', 'trola', 'prende', 'sahumerio']",Negative
un edificio cualquiera https://t.co/P1ckNLntiG,"['edificio', 'cualquiera']",Positive
solo quiero a alguien para preguntarle cómo fue su día y que me cuente y después le cuente yo del mío NO ESPERO MUCHO DEL AMOR TAN DIFÍCIL ES,"['solo', 'quiero', 'alguien', 'preguntarle', 'cmo', 'cuente', 'despus', 'cuente', 'mo', 'espero', 'amor', 'tan', 'difcil']",Positive
m autodestruyo cada vez q pienso,"['autodestruyo', 'cada', 'vez', 'q', 'pienso']",Negative
"Estoy bien *está cansado, estresado, triste*.","['bien', 'cansado', 'estresado', 'triste']",Negative
no lo supero https://t.co/h7W7za1xzx,['supero'],Negative
q ganas de andar así con mis amix https://t.co/GEXgAObkG6,"['q', 'ganas', 'andar', 'amix']",Positive
Man miren los dibujos que hacia cuando era un nene de 6 años https://t.co/tZiwbDQzv0,"['miren', 'dibujos', 'hacia', 'nene']",Positive
al final solo te tienes a ti mismo. https://t.co/ZHhMpi521f,"['final', 'solo', 'mismo']",Positive
Entre un segundo a Twitter y https://t.co/zGcjdR3e9I,"['segundo', 'twitter']",Positive
"Al maestro d química que se burló de mi por decir que quería entrar a UNAM, argumentando q si no pudo él yo menos podría; me la sigues pelando porque entré y SOPORTA","['maestro', 'qumica', 'burl', 'decir', 'quera', 'entrar', 'unam', 'argumentando', 'q', 'pudo', 'menos', 'podra', 'sigues', 'pelando', 'entr', 'soporta']",Negative
"Te imaginas si Macri compraba penes de madera pulidos durante una pandemia con más de 100.000 muertos y sin vacunas?
La grieta es moral.","['imaginas', 'macri', 'compraba', 'penes', 'madera', 'pulidos', 'pandemia', 'ms', 'muertos', 'grieta', 'vacunas']",Negative
Una semana. https://t.co/rcDbx4r4eD,['semana'],Positive
"Un amigo que fue papá subió una foto a IG súper tierna. Le dije “hermosa foto, amigo, ojalá lo estés disfrutando mucho” y me respondió: Estoy arruinado, ojalá me muera.","['amigo', 'pap', 'subi', 'foto', 'ig', 'sper', 'tierna', 'dije', 'hermosa', 'foto', 'amigo', 'ojal', 'ests', 'disfrutando', 'respondi', 'arruinado', 'ojal', 'muera']",Positive
"tas re linda, por si el gil no t lo dijo","['tas', 'linda', 'gil', 'dijo']",Positive
Bendito sea quien se inventó el PSE. https://t.co/jBE0mj3SEQ,"['bendito', 'invent', 'pse']",Positive
Pomberito: e-e-sos cigarrillos son para mí?? *se sonroja* https://t.co/Nj9JveeHQr,"['pomberito', 'eesos', 'cigarrillos', 'sonroja']",Positive
no lo twitteo pero ojo a lo q le doy like,"['twitteo', 'ojo', 'q', 'doy', 'like']",Negative
"Vinieron 3.500.000 de vacunas gratis en DOS vuelos de EEUU. Estuvimos mandando no se cuántos aviones para traer de a 300.000 de Rusia, que las pagamos por adelantado. Todo lo que los rodea es inutilidad, corrupción  y desidia.","['vinieron', 'vacunas', 'gratis', 'vuelos', 'eeuu', 'mandando', 'cuntos', 'aviones', 'traer', 'rusia', 'pagamos', 'adelantado', 'rodea', 'inutilidad', 'corrupcin', 'desidia']",Negative
Te mereces un amor que no te duela.,"['mereces', 'amor', 'duela']",Positive
Wey puto covid ya dejanos enpazzzzzzz alv,"['wey', 'puto', 'covid', 'dejanos', 'enpazzzzzzz', 'alv']",Negative
"Mi novio (arquitecto) salio de after con sus compañerxs de laburo y se pusieron a jugar al jenga. Ademas de jugar, claramente armaron una estructura alta en dudoso equilibrio, y uno sacó una CINTA MÉTRICA en el medio del bar. Aaaaa pero los de medicina..","['novio', 'arquitecto', 'salio', 'compaerxs', 'laburo', 'pusieron', 'jugar', 'jenga', 'ademas', 'jugar', 'claramente', 'armaron', 'estructura', 'dudoso', 'equilibrio', 'sac', 'cinta', 'mtrica', 'medio', 'bar', 'aaaaa', 'medicina']",Negative
"Estoy en Miami y no caigo, no entiendo nada","['miami', 'caigo', 'entiendo']",Negative
Pero después borralos porque te echan de tu casa. https://t.co/ojHj4HFV7r,"['despus', 'borralos', 'echan', 'casa']",Positive
no se quien tuvo la idea millonaria de hacer bloopers y detras de escenas en las peliculas animadas de pixar pero era increible hermano considerando q eran ANIMADAS no habia bloopers pero el concepto era buenisimo mi yo de 8 años se la creía y todo,"['idea', 'millonaria', 'hacer', 'bloopers', 'detras', 'escenas', 'peliculas', 'animadas', 'pixar', 'increible', 'hermano', 'considerando', 'q', 'animadas', 'habia', 'bloopers', 'concepto', 'buenisimo', 'crea']",Positive
"Hoy recibí mi primer sueldo como Médico, ¿Y saben qué? 😍😍😍

Hubiera estudiado mejor una ingeniería. 
¡Feliz tarde!","['hoy', 'recib', 'primer', 'sueldo', 'mdico', 'saben', 'estudiado', 'mejor', 'ingeniera', 'tarde', 'feliz']",Positive
Su emocion vale oro!!! https://t.co/gjeuIlB4Yr,"['emocion', 'vale', 'oro']",Positive
Con que escapando señor árbol!!😂 https://t.co/2fIEvWRAGH,"['escapando', 'seor', 'rbol']",Positive
No reyna la gente no se saca fotos con el certificado de la vacuna porque está de moda sino porque están contentos,"['reyna', 'gente', 'saca', 'fotos', 'certificado', 'vacuna', 'moda', 'sino', 'estn', 'contentos']",Positive
"""Naruto"":
Por la pregunta de Iván de Pineda en #Pasapalabra 
https://t.co/kFddquYvT4","['pregunta', 'ivn', 'pineda', 'pasapalabra', 'naruto']",Positive
che ustedes también a veces se ponen a ver sus tuits o perfil de ig como si fuesen otra persona o yo soy la unica con esquizofrenia,"['ustedes', 'tambin', 'veces', 'ponen', 'ver', 'tuits', 'perfil', 'ig', 'persona', 'unica', 'esquizofrenia']",Negative
Un flaco se me enojo porque no lo deje entrar al local sin barbijo. 1 año y medio de pandemia. De que planeta venis? Saturno? Pelotudo https://t.co/VaRUtbPqPA,"['flaco', 'enojo', 'deje', 'entrar', 'local', 'barbijo', 'medio', 'pandemia', 'planeta', 'venis', 'saturno', 'pelotudo']",Negative
wtf una casa chilena https://t.co/zHT13ct0aD,"['wtf', 'casa', 'chilena']",Positive
HACE 7 AÑOS TAYLOR SWIFT ME DIJO QUE ESTOY MUY BONITA Y ES LO ÚNICO QUE SOSTIENE MI AUTOESTIMA https://t.co/WTInVcuQ7B,"['hace', 'taylor', 'swift', 'dijo', 'bonita', 'nico', 'sostiene', 'autoestima']",Positive
Vine a la casa de mis viejos en el campo y me hicieron taparme con un CUERO de vaca porque no hay frazadas me despertaron gritándome amargo y retruco https://t.co/QDZ1Ytc1wg,"['vine', 'casa', 'viejos', 'campo', 'hicieron', 'taparme', 'cuero', 'vaca', 'frazadas', 'despertaron', 'gritndome', 'amargo', 'retruco']",Negative
"Es cambiar, no seguir disculpándose","['cambiar', 'seguir', 'disculpndose']",Negative
me estoy riendo mucho https://t.co/Jw3xpAwjbe,['riendo'],Positive
Que aburrido ¿Qué no hay Scaloneta? https://t.co/VUQusipwy1,"['aburrido', 'scaloneta']",Negative
extraño despertarme con fotos asi en la galeria https://t.co/b7iVhS1Xz2,"['extrao', 'despertarme', 'fotos', 'asi', 'galeria']",Positive
Modo Viernes 😉 https://t.co/xO1btTMM3C,"['modo', 'viernes']",Positive
"tremendo que exista el botón ""reproducir algo"" en netflix diseñado para gente totalmente derrotada por la existencia","['tremendo', 'exista', 'botn', 'reproducir', 'netflix', 'diseado', 'gente', 'totalmente', 'derrotada', 'existencia']",Negative
Te quiero contar algo y no estás.,"['quiero', 'contar', 'ests']",Negative
"Cuando tuvimos ESI en la primaria a uno se le cayó el pene de yeso y salió volando un testículo y una amiga grito COMO EL QUE LE GUSTA A CLARA*

* Porque yo estaba enamorada de uno que se rumoreaba tenía 1 solo huevo. 

Les juro que esto pasó.","['esi', 'primaria', 'cay', 'pene', 'yeso', 'sali', 'volando', 'testculo', 'amiga', 'grito', 'gusta', 'enamorada', 'rumoreaba', 'tena', 'solo', 'huevo', 'juro', 'clara']",Negative
Me sonaba de algun lado https://t.co/lkGUgcKQ22,"['sonaba', 'algun', 'lado']",Positive
esta foto de néstor y cristina 😍😍😍 https://t.co/QNDD0MXNpa,"['foto', 'nstor', 'cristina']",Positive
"Me ofrecieron una nota en @todonoticias, pero se niegan a hablar de Qunita. Cientos de horas y tapas le dedicaron al tema cuando el objetivo de los periodistas devenidos en ""expertos en derecho"" era sostener la mentira y el engaño. Ahora nada. Así es el periodismo ""independiente""","['ofrecieron', 'nota', 'todonoticias', 'niegan', 'hablar', 'qunita', 'cientos', 'horas', 'tapas', 'dedicaron', 'objetivo', 'periodistas', 'devenidos', 'expertos', 'derecho', 'sostener', 'mentira', 'engao', 'ahora', 'periodismo', 'independiente']",Negative
"Sí, a la mía también https://t.co/6nPePRvM8Z",['tambin'],Positive
omg no sabía esto https://t.co/ypbdY99KmA,"['omg', 'saba']",Negative
Nos llego la vacunacion a los que veíamos Brady y el señor bigotes antes de ir al colegio,"['llego', 'vacunacion', 'veamos', 'brady', 'seor', 'bigotes', 'ir', 'colegio']",Negative
"sean putas, todos mienten","['putas', 'mienten']",Negative
Barco a los 16  /  yo a los 16 https://t.co/Ed3cBSNNNM,['barco'],Positive
"DIOS tiene preparada una gran bendición para ti y será también para los tuyos.

Responde AMÉN si confías en la generosidad y los tiempos perfectos del Señor.","['dios', 'preparada', 'gran', 'bendicin', 'ser', 'tambin', 'amn', 'confas', 'generosidad', 'tiempos', 'perfectos', 'seor', 'responde']",Positive
La gente que te toca cuando tiene las manos heladas????? Yo soy la gente perdón,"['gente', 'toca', 'manos', 'heladas', 'gente', 'perdn']",Positive
La mina que más sabe de autos: https://t.co/r7s4RbRUMx,"['ms', 'sabe', 'autos']",Positive
algún día tendré a alguien que me va a dar flores sólo pq existo,"['algn', 'tendr', 'alguien', 'flores', 'slo', 'pq', 'existo']",Negative
hola como están yo re linda,"['hola', 'estn', 'linda']",Positive
"Soy el tipo de persona que necesita horarios para todo. No me puedes invitar a salir o decir que vienes a mi casa SI NO ME DICES LA HORA, YO NECESITO SABER A QUÉ HORA, NO ME DIGAS EN UN RATO, QUÉ ES UN RATO?????","['tipo', 'persona', 'necesita', 'horarios', 'puedes', 'invitar', 'salir', 'decir', 'vienes', 'casa', 'dices', 'hora', 'necesito', 'saber', 'hora', 'digas', 'rato', 'rato']",Negative
que paja la semana que viene nos tenemos que fumar a los bandidos33 diciendo: feliz día a los reales ni compro con falsos ni voy a mandar mensaje privado cada uno sabe quien estuvo 🤑🤑🤑👹🍾🔫🍾,"['paja', 'semana', 'viene', 'fumar', 'bandidos', 'diciendo', 'feliz', 'reales', 'compro', 'falsos', 'voy', 'mandar', 'mensaje', 'privado', 'cada', 'sabe']",Negative
Que nos alcance la vida. https://t.co/msJuBHb5lD,"['alcance', 'vida']",Positive
tiene cara de que si lo descuidas 10 minutos te liquida medio colegio https://t.co/HLffosmey9,"['descuidas', 'minutos', 'liquida', 'medio', 'colegio']",Negative
t das cuenta d lo traumada q estás cuando alguien t trata bien y t sorprendes,"['cuenta', 'traumada', 'q', 'ests', 'alguien', 'trata', 'bien', 'sorprendes']",Positive
Raro. Les molesta $13 millones en Educación Sexual pero no $43 millones en maceteros.,"['raro', 'molesta', 'millones', 'educacin', 'sexual', 'millones', 'maceteros']",Negative
